published_date,location,home_type,price,area,bedroom,wc,legal_status,furniture
07/10/2025,"Đông Anh, Hà Nội",đất,16.0,80.0,3.0,3.0,Sổ đỏ/ Sổ hồng.,Không có - Thiếu
07/10/2025,"Đông Anh, Hà Nội",đất,7.6,75.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Hoài Đức, Hà Nội",nhà riêng,2.81,73.0,2.0,1.0,Không có - Thiếu,Cơ bản
07/10/2025,"Gia Lâm, Hà Nội",căn hộ chung cư,3.18,46.5,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",22.5,82.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Cầu Giấy, Hà Nội",nhà mặt phố,89.0,169.0,8.0,8.0,Sổ đỏ/ Sổ hồng,Cơ bản
07/10/2025,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",10.8,180.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Hoàng Mai, Hà Nội",căn hộ chung cư,3.45,53.0,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Đông Anh, Hà Nội",đất,13.5,91.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Đông Anh, Hà Nội",đất,13.5,91.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Hoàng Mai, Hà Nội",căn hộ chung cư,3.0,60.0,3.0,3.0,Hợp đồng mua bán,Đầy đủ
07/10/2025,"Đông Anh, Hà Nội",đất,4.6,44.1,3.0,3.0,Sổ đỏ/ Sổ hồng.,Không có - Thiếu
07/10/2025,"Đông Anh, Hà Nội",đất nền dự án,10.8,80.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Hà Đông, Hà Nội",nhà riêng,6.5,28.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Thanh Xuân, Hà Nội",nhà mặt phố,60.0,181.0,3.0,3.0,Không có - Thiếu,Không có - Thiếu
07/10/2025,"Thanh Trì, Hà Nội",nhà mặt phố,19.8,90.0,3.0,3.0,Sổ đỏ/ Sổ hồng.,Không có - Thiếu
07/10/2025,"Nam Từ Liêm, Hà Nội",loại bất động sản khác,6.55,182.0,3.0,3.0,Hợp đồng mua bán,Đầy đủ
07/10/2025,"Cầu Giấy, Hà Nội",nhà riêng,10.8,42.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản
07/10/2025,"Thạch Thất, Hà Nội","nhà biệt thự, liền kề",15.0,290.0,5.0,4.0,Sổ đỏ/ Sổ hồng.,Không có - Thiếu
07/10/2025,"Sóc Sơn, Hà Nội",đất,4.56,285.0,3.0,3.0,Sổ đỏ/ Sổ hồng.,Không có - Thiếu
07/10/2025,"Quốc Oai, Hà Nội","trang trại, khu nghỉ dưỡng",40.0,4.5,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Đống Đa, Hà Nội",nhà riêng,23.8,50.0,3.0,3.0,Sổ đỏ,Không có - Thiếu
07/10/2025,"Tây Hồ, Hà Nội",căn hộ chung cư,9.19,97.7,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Đông Anh, Hà Nội",đất,10.58,73.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Ba Đình, Hà Nội",nhà mặt phố,66.0,90.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Tây Hồ, Hà Nội",nhà mặt phố,10.8,200.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Tây Hồ, Hà Nội",nhà mặt phố,33.5,70.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Gia Lâm, Hà Nội",đất,22.9,208.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Đống Đa, Hà Nội",căn hộ chung cư,13.8,215.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Hoàng Mai, Hà Nội",căn hộ chung cư,5.6,70.0,3.0,3.0,Không có - Thiếu,Không có - Thiếu
07/10/2025,"Đông Anh, Hà Nội",đất,3.12,45.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Hoàng Mai, Hà Nội",nhà riêng,7.57,41.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Gia Lâm, Hà Nội",đất,5.5,106.5,3.0,3.0,Sổ đỏ/ Sổ hồng.,Không có - Thiếu
07/10/2025,"Hoàng Mai, Hà Nội",nhà riêng,8.35,40.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,12.0,88.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,8.0,80.0,2.0,2.0,Không có - Thiếu,Không có - Thiếu
07/10/2025,"Hai Bà Trưng, Hà Nội",nhà riêng,8.5,45.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Hoàng Mai, Hà Nội",căn hộ chung cư,4.15,60.0,2.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,8.0,134.7,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Long Biên, Hà Nội",căn hộ chung cư,10.8,84.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Thạch Thất, Hà Nội",căn hộ chung cư,10.8,45.6,1.0,1.0,Không có - Thiếu,Không có - Thiếu
07/10/2025,"Thanh Xuân, Hà Nội",nhà riêng,6.7,26.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Gia Lâm, Hà Nội",đất,10.8,80.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Sơn Tây, Hà Nội",đất,1.98,100.0,3.0,3.0,Đang chờ sổ,Không có - Thiếu
07/10/2025,"Nam Từ Liêm, Hà Nội","shophouse, nhà phố thương mại",75.0,188.4,5.0,5.0,Sổ đỏ/ Sổ hồng,Cao cấp
07/10/2025,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",54.0,126.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Long Biên, Hà Nội","nhà biệt thự, liền kề",69.0,213.0,3.0,3.0,Không có - Thiếu,Không có - Thiếu
07/10/2025,"Cầu Giấy, Hà Nội",nhà riêng,18.3,76.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",36.5,180.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Thanh Trì, Hà Nội",nhà mặt phố,18.5,68.0,8.0,8.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Hai Bà Trưng, Hà Nội",nhà riêng,6.5,33.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản
07/10/2025,"Nam Từ Liêm, Hà Nội","shophouse, nhà phố thương mại",8.1,54.0,1.0,1.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Thạch Thất, Hà Nội",căn hộ chung cư,2.38,62.5,2.0,2.0,Hợp đồng mua bán,Không có - Thiếu
07/10/2025,"Đan Phượng, Hà Nội","nhà biệt thự, liền kề",33.43,228.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",10.8,135.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Bắc Từ Liêm, Hà Nội","nhà biệt thự, liền kề",22.0,76.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",27.0,150.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,6.75,76.2,3.0,3.0,Không có - Thiếu,Không có - Thiếu
07/10/2025,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",20.8,83.0,6.0,6.0,Sổ đỏ/ Sổ hồng,Cơ bản
07/10/2025,"Quốc Oai, Hà Nội",đất,2.68,103.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Thanh Xuân, Hà Nội",căn hộ chung cư,12.0,107.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Cầu Giấy, Hà Nội",căn hộ chung cư,11.0,95.6,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Nam Từ Liêm, Hà Nội","shophouse, nhà phố thương mại",23.0,82.0,3.0,3.0,Hợp đồng mua bán,Cơ bản
07/10/2025,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",26.5,150.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Hà Đông, Hà Nội","shophouse, nhà phố thương mại",10.8,202.0,3.0,3.0,Không có - Thiếu,Không có - Thiếu
07/10/2025,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",29.8,131.0,6.0,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",40.0,190.0,5.0,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Gia Lâm, Hà Nội",nhà riêng,8.5,70.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Ba Đình, Hà Nội",nhà riêng,55.0,110.0,1.0,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,4.5,70.0,3.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,4.4,70.0,3.0,2.0,Hợp đồng mua bán,Đầy đủ
07/10/2025,"Thanh Trì, Hà Nội","nhà biệt thự, liền kề",7.8,75.5,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Hoài Đức, Hà Nội",căn hộ chung cư,2.66,70.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Hoàng Mai, Hà Nội",nhà mặt phố,44.0,120.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Cầu Giấy, Hà Nội",nhà mặt phố,32.9,85.0,8.0,8.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,10.8,95.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Quốc Oai, Hà Nội",đất,2.2,100.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Đống Đa, Hà Nội",nhà riêng,14.2,55.0,7.0,7.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Long Biên, Hà Nội",căn hộ chung cư,5.25,73.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Hoàng Mai, Hà Nội",đất nền dự án,18.3,90.0,3.0,3.0,Không có - Thiếu,Không có - Thiếu
07/10/2025,"Hai Bà Trưng, Hà Nội",nhà riêng,6.45,26.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Thạch Thất, Hà Nội","nhà biệt thự, liền kề",20.5,316.0,4.0,4.0,Hợp đồng mua bán,Không có - Thiếu
07/10/2025,"Tây Hồ, Hà Nội",nhà riêng,3.35,32.5,2.0,2.0,Không có - Thiếu,Không có - Thiếu
07/10/2025,"Hà Đông, Hà Nội",căn hộ chung cư,7.55,92.0,3.0,2.0,Hợp đồng mua bán,Đầy đủ
07/10/2025,"Gia Lâm, Hà Nội",căn hộ chung cư,5.25,74.7,2.0,2.0,Hợp đồng mua bán,Cơ bản
07/10/2025,"Ba Đình, Hà Nội",nhà riêng,21.5,98.0,5.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản
07/10/2025,"Gia Lâm, Hà Nội",đất,7.66,116.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,5.8,70.0,2.0,2.0,Hợp đồng mua bán,Cao cấp
07/10/2025,"Thanh Trì, Hà Nội",đất,9.5,80.0,3.0,3.0,Không có - Thiếu,Không có - Thiếu
07/10/2025,"Thanh Xuân, Hà Nội",căn hộ chung cư,10.8,81.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Nam Từ Liêm, Hà Nội",nhà riêng,7.4,38.6,5.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản
07/10/2025,"Ba Đình, Hà Nội",nhà riêng,17.3,65.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản
07/10/2025,"Sơn Tây, Hà Nội",đất,2.9,100.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Gia Lâm, Hà Nội",căn hộ chung cư,10.8,64.0,3.0,3.0,Hợp đồng mua bán,Không có - Thiếu
07/10/2025,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",27.5,90.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",25.0,165.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Hà Đông, Hà Nội",nhà riêng,15.8,50.0,2.0,5.0,Sổ đỏ/ Sổ hồng,Cơ bản
07/10/2025,"Long Biên, Hà Nội",nhà riêng,9.5,40.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Quốc Oai, Hà Nội",đất,10.8,100.0,3.0,3.0,Sổ đỏ/ Sổ hồng.,Không có - Thiếu
07/10/2025,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",60.06,308.0,7.0,6.0,Sổ đỏ/ Sổ hồng.,Không có - Thiếu
07/10/2025,"Đống Đa, Hà Nội",nhà riêng,6.85,30.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Sóc Sơn, Hà Nội",đất,2.75,88.5,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Long Biên, Hà Nội","nhà biệt thự, liền kề",59.9,180.0,3.0,3.0,Sổ đỏ/ Sổ hồng.,Đầy đủ
07/10/2025,"Đông Anh, Hà Nội","nhà biệt thự, liền kề",23.5,67.5,5.0,5.0,Hợp đồng mua bán,Không có - Thiếu
07/10/2025,"Hoàng Mai, Hà Nội",căn hộ chung cư,2.2,46.0,3.0,2.0,Hợp đồng mua bán,Đầy đủ
07/10/2025,"Cầu Giấy, Hà Nội",nhà riêng,39.0,160.0,6.0,4.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
07/10/2025,"Ba Đình, Hà Nội",nhà riêng,10.8,86.0,3.0,3.0,Sổ đỏ,Không có - Thiếu
07/10/2025,"Cầu Giấy, Hà Nội",nhà riêng,12.9,62.0,9.0,9.0,Sổ đỏ/ Sổ hồng,Đầy đủ
07/10/2025,"Tây Hồ, Hà Nội",nhà riêng,18.6,80.0,6.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,9.8,118.4,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,8.0,83.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Đống Đa, Hà Nội",nhà riêng,6.0,30.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",25.5,86.0,6.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Mê Linh, Hà Nội",đất nền dự án,5.89,95.0,3.0,3.0,Hợp đồng mua bán,Không có - Thiếu
06/10/2025,"Hoàng Mai, Hà Nội",đất,10.5,69.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Hoàng Mai, Hà Nội","shophouse, nhà phố thương mại",16.3,72.7,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Cầu Giấy, Hà Nội",đất,33.0,100.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Đống Đa, Hà Nội",căn hộ chung cư,10.8,86.0,2.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,15.0,131.7,4.0,3.0,Hợp đồng mua bán,Cơ bản
06/10/2025,"Cầu Giấy, Hà Nội",đất,40.0,140.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Long Biên, Hà Nội",nhà riêng,71.0,168.0,4.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Ba Đình, Hà Nội",nhà riêng,14.8,55.0,6.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Cầu Giấy, Hà Nội",nhà riêng,15.8,46.0,5.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Gia Lâm, Hà Nội",nhà riêng,29.0,211.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Gia Lâm, Hà Nội",căn hộ chung cư,10.8,30.0,1.0,1.0,Hợp đồng mua bán,Đầy đủ
06/10/2025,"Tây Hồ, Hà Nội",căn hộ chung cư,5.32,67.6,1.0,3.0,Hợp đồng mua bán,Không có - Thiếu
06/10/2025,"Thanh Xuân, Hà Nội",căn hộ chung cư,6.6,72.9,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",43.0,183.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Mê Linh, Hà Nội","nhà biệt thự, liền kề",10.0,200.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Tây Hồ, Hà Nội",căn hộ chung cư,3.85,51.52,1.0,1.0,Hợp đồng mua bán,Cơ bản
06/10/2025,"Bắc Từ Liêm, Hà Nội",nhà riêng,9.4,35.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",36.5,202.5,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Hà Đông, Hà Nội",nhà riêng,6.35,25.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Thạch Thất, Hà Nội",đất,10.8,65.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Long Biên, Hà Nội",nhà mặt phố,21.0,96.0,4.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Tây Hồ, Hà Nội",đất,22.5,72.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Hà Đông, Hà Nội",nhà mặt phố,10.0,50.0,3.0,3.0,Có sổ,Không có - Thiếu
06/10/2025,"Hoàng Mai, Hà Nội",căn hộ chung cư,10.8,66.0,3.0,3.0,Không có - Thiếu,Không có - Thiếu
06/10/2025,"Bắc Từ Liêm, Hà Nội",nhà riêng,10.9,50.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,7.2,71.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Thanh Trì, Hà Nội",đất,3.55,42.0,3.0,3.0,Không có - Thiếu,Không có - Thiếu
06/10/2025,"Đống Đa, Hà Nội",nhà mặt phố,34.5,48.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Cơ bản
06/10/2025,"Đông Anh, Hà Nội",căn hộ chung cư,2.77,63.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản
06/10/2025,"Gia Lâm, Hà Nội",nhà mặt phố,30.0,78.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Đống Đa, Hà Nội",nhà mặt phố,23.5,60.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",10.0,74.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Thanh Xuân, Hà Nội",nhà mặt phố,13.89,40.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Hoàng Mai, Hà Nội",nhà riêng,10.3,31.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",90.0,150.0,4.0,5.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Cầu Giấy, Hà Nội","nhà biệt thự, liền kề",86.0,200.0,6.0,5.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Đống Đa, Hà Nội",nhà riêng,10.0,45.0,5.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Thanh Xuân, Hà Nội",căn hộ chung cư,10.95,122.0,3.0,2.0,Sổ đỏ/ Sổ hồng.,Đầy đủ
06/10/2025,"Đống Đa, Hà Nội",căn hộ chung cư,17.0,141.0,3.0,2.0,Không có - Thiếu,Cơ bản
06/10/2025,"Thanh Xuân, Hà Nội",căn hộ chung cư,7.65,83.2,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản
06/10/2025,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,12.0,90.0,3.0,2.0,Không có - Thiếu,Không có - Thiếu
06/10/2025,"Long Biên, Hà Nội",nhà riêng,2.85,30.0,3.0,3.0,Hợp đồng mua bán,Không có - Thiếu
06/10/2025,"Đống Đa, Hà Nội",nhà mặt phố,65.0,61.0,9.0,5.0,Sổ đỏ,Không có - Thiếu
06/10/2025,"Hai Bà Trưng, Hà Nội",nhà riêng,7.4,30.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản
06/10/2025,"Hà Đông, Hà Nội",căn hộ chung cư,10.8,100.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Thanh Trì, Hà Nội",căn hộ chung cư,3.8,47.0,1.0,1.0,Sổ đỏ/ Sổ hồng,Cơ bản
06/10/2025,"Đống Đa, Hà Nội",condotel,3.69,38.1,1.0,1.0,Hợp đồng mua bán,Đầy đủ
06/10/2025,"Gia Lâm, Hà Nội",căn hộ chung cư,2.3,26.5,1.0,1.0,Hợp đồng mua bán,Cơ bản
06/10/2025,"Long Biên, Hà Nội",căn hộ chung cư,11.9,103.7,3.0,2.0,Hợp đồng mua bán,Đầy đủ
06/10/2025,"Long Biên, Hà Nội",nhà riêng,6.86,35.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Hà Đông, Hà Nội",nhà riêng,14.8,48.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Quốc Oai, Hà Nội",đất,10.8,60.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Long Biên, Hà Nội","nhà biệt thự, liền kề",52.7,148.0,5.0,5.0,Không có - Thiếu,Không có - Thiếu
06/10/2025,"Hoài Đức, Hà Nội",đất,3.85,40.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,3.0,28.3,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",38.5,86.0,6.0,8.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Thanh Trì, Hà Nội",đất,3.4,54.0,3.0,3.0,Không có - Thiếu,Không có - Thiếu
06/10/2025,"Gia Lâm, Hà Nội",căn hộ chung cư,15.2,138.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản
06/10/2025,"Nam Từ Liêm, Hà Nội",nhà riêng,6.6,32.0,5.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Nam Từ Liêm, Hà Nội","shophouse, nhà phố thương mại",32.0,150.0,3.0,3.0,Không có - Thiếu,Đầy đủ
06/10/2025,"Thường Tín, Hà Nội","shophouse, nhà phố thương mại",10.8,125.0,6.0,8.0,Hợp đồng mua bán,Không có - Thiếu
06/10/2025,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,6.16,69.0,2.0,2.0,Hợp đồng mua bán,Đầy đủ
06/10/2025,"Quốc Oai, Hà Nội",đất,9.5,256.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Hà Đông, Hà Nội",nhà riêng,6.1,33.5,3.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản
06/10/2025,"Cầu Giấy, Hà Nội",nhà riêng,19.0,40.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Đông Anh, Hà Nội","nhà biệt thự, liền kề",19.5,63.0,3.0,3.0,Không có - Thiếu,Không có - Thiếu
06/10/2025,"Thanh Xuân, Hà Nội",căn hộ chung cư,9.48,109.0,3.0,2.0,Không có - Thiếu,Cơ bản
06/10/2025,"Hai Bà Trưng, Hà Nội",nhà riêng,9.0,48.0,5.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Hoàng Mai, Hà Nội",căn hộ chung cư,6.0,78.0,2.0,2.0,Hợp đồng mua bán,Đầy đủ
06/10/2025,"Thanh Xuân, Hà Nội",căn hộ chung cư,17.7,144.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,10.8,133.0,3.0,2.0,Không có - Thiếu,Không có - Thiếu
06/10/2025,"Mê Linh, Hà Nội","nhà biệt thự, liền kề",10.8,196.0,3.0,3.0,Sổ đỏ/ Sổ hồng.,Không có - Thiếu
06/10/2025,"Hoàng Mai, Hà Nội",nhà riêng,12.95,60.0,2.0,3.0,Sổ đỏ/ Sổ hồng,Không có - Thiếu
06/10/2025,"Long Biên, Hà Nội",nhà riêng,19.3,76.5,6.0,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ
06/10/2025,"Long Biên, Hà Nội",căn hộ chung cư,7.1,100.0,3.0,2.0,Hợp đồng mua bán,Cơ bản
06/10/2025,"Mê Linh, Hà Nội","nhà biệt thự, liền kề",11.43,197.0,3.0,3.0,Sổ đỏ/ Sổ hồng.,Không có - Thiếu
